dataset,location,param,depth,value,error,error_type,n_detect,n
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,1.75,4.878048780487805,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,3.25,3.296703296703297,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,6.25,4.545454545454546,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,7.75,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,9.25,2.857142857142857,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,10.75,1.8181818181818181,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,12.25,3.0927835051546393,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,13.75,2.1739130434782608,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,15.25,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,16.75,3.061224489795918,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,18.25,2.1052631578947367,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,19.75,2.941176470588235,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,21.25,3.418803418803419,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,24.25,2.803738317757009,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,27.25,1.9230769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,28.75,1.9801980198019802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,30.25,2.127659574468085,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,31.75,2.912621359223301,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,33.25,4.3478260869565215,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,34.75,3.508771929824561,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,0.75,1.6260162601626018,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,7.75,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,9.25,1.9047619047619049,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,12.25,2.0618556701030926,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,13.75,1.0869565217391304,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,18.25,3.1578947368421053,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,19.75,3.9215686274509802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,21.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,24.25,1.8691588785046727,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,27.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,28.75,1.9801980198019802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/Alona rustica/RelAbund,34.75,0.8771929824561403,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,0.25,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,0.75,0.8130081300813009,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,7.75,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,13.75,1.0869565217391304,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,19.75,1.9607843137254901,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,21.25,1.7094017094017095,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,22.75,1.1235955056179776,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,25.75,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,30.25,2.127659574468085,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/Graptoleberis testudinaria/RelAbund,34.75,0.8771929824561403,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,0.25,5.825242718446602,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,0.75,0.8130081300813009,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,1.75,3.6585365853658534,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,4.75,4.819277108433735,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,6.25,7.954545454545454,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,7.75,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,9.25,7.6190476190476195,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,10.75,6.363636363636363,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,12.25,2.0618556701030926,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,13.75,2.1739130434782608,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,15.25,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,16.75,2.0408163265306123,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,18.25,4.2105263157894735,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,19.75,2.941176470588235,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,21.25,2.564102564102564,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,22.75,3.3707865168539324,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,24.25,2.803738317757009,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,25.75,5.825242718446602,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,28.75,3.9603960396039604,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,30.25,5.319148936170213,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,31.75,4.854368932038835,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,33.25,1.7391304347826086,,,,
cbrm_2017,KLY17-2,Cladocera/Rynchotalona falcata/RelAbund,34.75,4.385964912280701,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,0.25,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,0.75,0.8130081300813009,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,6.25,2.272727272727273,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,7.75,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,10.75,2.727272727272727,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,12.25,2.0618556701030926,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,16.75,2.0408163265306123,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,19.75,1.9607843137254901,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,21.25,2.564102564102564,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,22.75,1.1235955056179776,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,27.25,1.9230769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,28.75,3.9603960396039604,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,33.25,1.7391304347826086,,,,
cbrm_2017,KLY17-2,Cladocera/Monospilus dispar/RelAbund,34.75,1.7543859649122806,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,0.25,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,0.75,3.2520325203252036,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,7.75,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,13.75,1.0869565217391304,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,15.25,3.225806451612903,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,21.25,1.7094017094017095,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,25.75,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,27.25,1.9230769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,28.75,1.9801980198019802,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,30.25,2.127659574468085,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella excisa/RelAbund,34.75,1.7543859649122806,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,0.25,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,0.75,2.4390243902439024,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,3.25,1.098901098901099,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,7.75,3.225806451612903,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,9.25,1.9047619047619049,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,10.75,2.727272727272727,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,13.75,3.260869565217391,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,15.25,4.301075268817205,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,16.75,4.081632653061225,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,19.75,1.9607843137254901,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,21.25,4.273504273504273,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,22.75,2.247191011235955,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,24.25,2.803738317757009,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,27.25,3.8461538461538463,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,28.75,2.9702970297029703,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,30.25,2.127659574468085,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,31.75,2.912621359223301,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,33.25,5.217391304347826,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella nana/RelAbund,34.75,1.7543859649122806,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,1.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,6.25,2.272727272727273,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,7.75,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,16.75,2.0408163265306123,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,19.75,2.941176470588235,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,21.25,0.8547008547008548,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,33.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonella pulchetta/RelAbund,34.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,0.75,3.2520325203252036,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,1.75,4.878048780487805,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,4.75,4.819277108433735,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,7.75,3.225806451612903,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,9.25,1.9047619047619049,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,13.75,3.260869565217391,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,15.25,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,21.25,1.7094017094017095,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,27.25,1.9230769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,33.25,5.217391304347826,,,,
cbrm_2017,KLY17-2,Cladocera/Disparalona acutirostris/RelAbund,34.75,2.631578947368421,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,1.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,19.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,21.25,0.8547008547008548,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,24.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,27.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,30.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,31.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,33.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Kurzia sp./RelAbund,34.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,7.75,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,16.75,2.0408163265306123,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,21.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,24.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,28.75,0.9900990099009901,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,30.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,31.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/Pleuroxus sp/RelAbund,34.75,0,,,,
